,Unnamed: 0,url,Product_Code,Name,In_Stock,Price,Nib_Size,Condition,Brand,Type,Color,Demonstrator,Body_Material,Cap_Type,Compatible_inks_&_refills,Filling_Mechanism,Grip_Material,Nib_Color,Nib_Material,Postable,Retractable,Trim,Diameter_Body,Diameter_Cap_(without_clip),Diameter_Cap_(with_clip),Diameter_Grip,Length_Body,Length_Cap,Length_Nib,Length_Overall_(Closed),Length_Overall_(Posted),Weight_Body,Weight_Cap,Weight_Overall,Max_Ink_Capacity_Piston_Vac,Max_Ink_Capacity_Cartridge,Max_Ink_Capacity_Converter,Max_Ink_Capacity_Eyedropper,Cap_Rotations,Description
22,22,https://www.gouletpens.com/collections/all-fountain-pens/products/lamy-lx-fountain-pen-rose-gold,LMY-L76EF,LAMY LX Fountain Pen - Rose Gold,True,$56.00,"Extra-Fine, Fine, Medium, Broad",New,LAMY,Fountain Pens,Rose Gold,No,Aluminum,Snap-cap,"Bottled inks, Proprietary ink cartridges","Cartridge, Converter",Resin,Black,Steel,Yes,No,Rose Gold,12.8mm (0.5in),15mm (0.6in),19.9mm (0.8in),9.6mm (0.4in),130.6mm (5.1in),64.8mm (2.6in),16.8mm (0.7in),138.9mm (5.5in),169mm (6.7in),10g (0.4oz),11g (0.4oz),21g (0.7oz),1.56ml,1.56ml,1.08ml,,,"
This LAMY LX (""Luxe"") fountain pen features a body made from rose gold colored double-anodized aluminum, a gold-coated clip, a translucent grey triangular grip section, and a black glossy interchangeable steel nib. There are lot of subtle details on the LX as an enhancement over the similar AL-Star model, including matching metal accents on the cap end and barrel end with a shiny diamond polish, a glossy LAMY logo on the barrel, and the laser engraving on the nib. While slightly different in appearance than the other LAMY steel nibs, they are indeed swappable as well. This pen comes with a matching rose gold-colored anodized aluminum pen case. It also comes with a blue LAMY ink cartridge so you can get started writing right away. If you'd like to use bottled fountain pen ink, you can also purchase a LAMY Z28 converter. Note: To ensure quality performance, LAMY tests their pens as a final step in manufacturing. If you happen to see any residual blue ink, rest assured that this is normal.
Click here to shop all compatible LAMY ink cartridges.
"
23,23,https://www.gouletpens.com/collections/all-fountain-pens/products/pilot-metropolitan-fountain-pen-gold-plain,PN91112,Pilot Metropolitan Fountain Pen - Gold Plain,True,$23.99,"Fine, Medium",New,Pilot,Fountain Pens,Gold,No,Lacquered metal,Snap-cap,"Bottled inks, Proprietary ink cartridges","Cartridge, Converter",Resin,Silver,Steel,Yes,No,Silver,13mm (0.5in),13mm (0.5in),15.8mm (0.6in),8.4mm (0.3in),126mm (5in),57mm (2.2in),18mm (0.7in),138mm (5.4in),153mm (6in),17g (0.6oz),9g (0.3oz),26g (0.9oz),1.10ml,1.10ml,1.30ml,,,"
A fantastic value from Pilot, the Metropolitan is a favorite first fountain pen. This gold-colored metal bodied pen has a glossy gold-colored accent band, silver trim, and a steel nib. It comes with a squeeze converter and a black Pilot ink cartridge, or you can upgrade to a CON-40 twist piston converter to use bottled ink if you prefer. It comes packaged in a gift box.
Click here to shop all compatible Pilot ink cartridges.
"
24,24,https://www.gouletpens.com/collections/all-fountain-pens/products/pilot-metropolitan-fountain-pen-retro-pop-orange,PN91433,Pilot Metropolitan Fountain Pen - Retro Pop Orange,True,$23.99,"Fine, Medium, 1.0mm Stub",New,Pilot,Fountain Pens,Orange,No,Lacquered metal,Snap-cap,"Bottled inks, Proprietary ink cartridges","Cartridge, Converter",Resin,Silver,Steel,Yes,No,Silver,13mm (0.5in),13mm (0.5in),15.8mm (0.6in),8.4mm (0.3in),126mm (5in),57mm (2.2in),18mm (0.7in),138mm (5.4in),153mm (6in),17g (0.6oz),9g (0.3oz),26g (0.9oz),1.10ml,1.10ml,1.30ml,,,"
A fantastic value from Pilot, the Metropolitan is a favorite first fountain pen. Part of the Retro Pop collection, this orange metal bodied pen has a patterned accent band, silver trim, and a steel nib. It comes with a squeeze converter and a black Pilot ink cartridge, or you can upgrade to a CON-40 twist piston converter to use bottled ink if you prefer. It comes packaged in a gift box.
Click here to shop all compatible Pilot ink cartridges.
"
25,25,https://www.gouletpens.com/collections/all-fountain-pens/products/platinum-preppy-fountain-pen-violet,Plat-PSQ-300-28-2,Platinum Preppy Fountain Pen - Violet,True,$4.50,Fine,New,Platinum,Fountain Pens,Purple,Yes,Resin,Snap-cap,"Bottled inks, Proprietary ink cartridges","Cartridge, Converter, Eyedropper",Resin,Silver,Steel,Yes,No,Purple,12mm (0.5in),13mm (0.5in),17mm (0.7in),10mm (0.4in),122mm (4.8in),59.7mm (2.3in),14.5mm (0.6in),138mm (5.4in),154mm (6.1in),9g (0.3oz),4g (0.1oz),13g (0.5oz),1.43ml,1.43ml,0.98ml,4.33ml,,"
The Platinum Preppy fountain pen is one of the best values for the money! This is a fantastic starter fountain pen, or great for lending to a friend. This pen features a translucent purple plastic body, with a clear cap, purple trim, and a stainless steel nib. As a Japanese-made pen, the nib runs on the narrow side. The Preppy accepts proprietary Platinum ink cartridges (one purple cartridge is included) or a Platinum converter (sold separately) to fill with bottled ink.By converting this pen to an eyedropper, you can fill the entire barrel with ink for maximum ink capacity!All you need to do is add an o-ring and a small amount of silicone grease to the threads (available separately).
Click here to shop all compatible Platinum ink cartridges.
"
26,26,https://www.gouletpens.com/collections/all-fountain-pens/products/noodlers-konrad-flex-fountain-pen-clear,N14005,Noodler's Konrad Flex Fountain Pen - Clear,True,$20.00,Flex,New,Noodler's,Fountain Pens,Clear,Yes,Resin,Screw-cap,Bottled inks,Piston,Resin,Silver,Steel,Yes,No,Silver,12mm (0.5in),14mm (0.6in),17mm (0.7in),10.3mm (0.4in),126mm (5in),58mm (2.3in),22mm (0.9in),129mm (5.1in),145.5mm (5.7in),11g (0.4oz),4g (0.1oz),15g (0.5oz),1.47ml,,,,1.75,"
                                    The Noodler's Konrad flex pen is smaller than the Ahab, but larger than the Nib Creaper. This clear fountain pen features a steel flexible nib and a twist piston mechanism with a blind cap. The Konrad is made of a celluloid derivative and is technically biodegradable and formed from a ""renewable resource"". The vegetal resin body of this pen may show particles or striations within the material. This is most noticeable in demonstrators and bright colors.
The Noodler's flex pens were designed for the hands-on tinkerer - they are made to be taken apart and adjusted. The nib and feed pull right out and can be adjusted and heat set for optimal performance. Don't be afraid to get a little ink on your fingers while you learn how to use this pen.
As a simple rule of thumb for writing with a flex pen, just apply slight pressure on your downstrokes, which will spread the tines and increase the line width, achieving that optimal line variation. Make sure to go slowly so that the ink can keep up with your writing. As with any flex pen, it just takes practice!
Due to the residual machining oils used when cutting the feeds for these pens, we highly encourage you to give the pen a good flush before use. We recommend any of the following options: distilled water, water with a touch of dish soap, a pre-packaged pen flush, or a solution of 10% clear ammonia to water. This should resolve most ink flow issues!
While these nibs are #6 size, these Konrad pens do not accept other brands of nibs due to the shape of the interior grip.
                                    
                                "
27,27,https://www.gouletpens.com/collections/all-fountain-pens/products/pilot-metropolitan-fountain-pen-bronze-lizard,PN91139,Pilot Metropolitan Fountain Pen - Bronze Lizard,True,$23.99,"Fine, Medium",New,Pilot,Fountain Pens,Brown,No,Lacquered metal,Snap-cap,"Bottled inks, Proprietary ink cartridges","Cartridge, Converter",Resin,Silver,Steel,Yes,No,Silver,13mm (0.5in),13mm (0.5in),15.8mm (0.6in),8.4mm (0.3in),126mm (5in),57mm (2.2in),18mm (0.7in),138mm (5.4in),153mm (6in),17g (0.6oz),9g (0.3oz),26g (0.9oz),1.10ml,1.10ml,1.30ml,,,"
A fantastic value from Pilot, the Metropolitan is a favorite first fountain pen. This bronze metal bodied pen has a lizard print accent band, silver trim, and a steel nib. It comes with a squeeze converter and a black Pilot ink cartridge, or you can upgrade to a CON-40 twist piston converter to use bottled ink if you prefer. It comes packaged in a gift box.
Click here to shop all compatible Pilot ink cartridges.
"
28,28,https://www.gouletpens.com/collections/all-fountain-pens/products/pilot-vanishing-point-fountain-pen-black-matte,PN60579,Pilot Vanishing Point Fountain Pen - Black Matte,True,$148.00,"Extra-Fine, Fine, Medium, Broad, 1.0mm Stub",New,Pilot,Fountain Pens,Black,No,Lacquered metal,Capless,"Bottled inks, Proprietary ink cartridges","Cartridge, Converter",Metal,Black,18kt Gold,No,Yes,Black,13mm (0.5in),11.8mm (0.5in),140mm (5.5in),11.8mm (0.5in),140mm (5.5in),30g (1.1oz),8mm (0.3in),140mm (5.5in),0.82ml,30g (1.1oz),,30g (1.1oz),,1.05ml,0.82ml,,,"
This stealthy Pilot Vanishing Point fountain pen has a matte black barrel with black accents. This fountain pen comes with a retractable black ionized 18k gold nib - just click to expose or retract the nib. A hidden trap door helps keep the nib from drying out when not in use. A Pilot CON-40 converter is included with this pen, as well as a Pilot ink cartridge. Each Vanishing Point fountain pen is beautifully merchandised in a black gift box. The Vanishing Point retractable fountain pen is a product rich in both history and performance. Its brilliant design and ingenious technology make it a pen for the new age. A larger size, durable metal body and attractive appointments make the Vanishing Point unmistakably unique.
Click here to shop all compatible Pilot ink cartridges.
"
29,29,https://www.gouletpens.com/collections/all-fountain-pens/products/twsbi-mini-fountain-pen-clear,TW-M7442990,TWSBI Mini Fountain Pen - Clear,True,$50.00,"Extra-Fine, Fine, Medium, 1.1mm Stub",New,TWSBI,Fountain Pens,Clear,Yes,Resin,Screw-cap,Bottled inks,Piston,Resin,Silver,Steel,Yes,No,Silver,13mm (0.5in),14.5mm (0.6in),18.3mm (0.7in),9.6mm (0.4in),107.6mm (4.2in),54mm (2.1in),19mm (0.7in),117.8mm (4.6in),140mm (5.5in),10g (0.4oz),9g (0.3oz),19g (0.7oz),1.17ml,,,,1,"
                                    The TWSBI Mini comes with a benchmark piston ink-filling mechanism and has all detachable parts. Like many other TWSBI fountain pens, it features a crystal clear acrylic barrel so you can see your ink level, and a clear cap. It is completed with silver trim and a silver stainless steel nib.
TWSBI's belief is that it is important to allow the user to disassemble and reassemble the pen and completely experience the traditional aspects of owning and using a fountain pen. These pens also come packaged with a wrench and silicone grease. Neither of these accessories are intended to be used immediately, as they are for long-term care and maintenance. Additionally, please use extra care if you choose to disassemble the nib and feed, as the feed is very fragile.
                                    
                                "
30,30,https://www.gouletpens.com/collections/all-fountain-pens/products/platinum-preppy-fountain-pen-green,Plat-PSQ-300-41-2,Platinum Preppy Fountain Pen - Green,True,$4.50,Fine,New,Platinum,Fountain Pens,Green,Yes,Resin,Snap-cap,"Bottled inks, Proprietary ink cartridges","Cartridge, Converter, Eyedropper",Resin,Silver,Steel,Yes,No,Green,12mm (0.5in),13mm (0.5in),17mm (0.7in),10mm (0.4in),122mm (4.8in),59.7mm (2.3in),14.5mm (0.6in),138mm (5.4in),154mm (6.1in),9g (0.3oz),4g (0.1oz),13g (0.5oz),,1.43ml,0.98ml,4.33ml,,"
The Platinum Preppy fountain pen is one of the best values for the money! This is a fantastic starter fountain pen, or great for lending to a friend. This pen features a translucent green plastic body, a clear cap, green trim, and a stainless steel nib. As a Japanese-made pen, the nib runs on the narrow side. The Preppy accepts proprietary Platinum ink cartridges (one green cartridge is included) or a Platinum converter (sold separately) to fill with bottled ink.By converting this pen to an eyedropper, you can fill the entire barrel with ink for maximum ink capacity! All you need to do is add an o-ring and a small amount of silicone grease to the threads (available separately).
Click here to shop all compatible Platinum ink cartridges.
"
31,31,https://www.gouletpens.com/collections/all-fountain-pens/products/pilot-metropolitan-fountain-pen-white-tiger,PN91141,Pilot Metropolitan Fountain Pen - White Tiger,True,$23.99,"Fine, Medium",New,Pilot,Fountain Pens,White/Ivory,No,Lacquered metal,Snap-cap,"Bottled inks, Proprietary ink cartridges","Cartridge, Converter",Resin,Silver,Steel,Yes,No,Silver,13mm (0.5in),13mm (0.5in),15.8mm (0.6in),8.4mm (0.3in),126mm (5in),57mm (2.2in),18mm (0.7in),138mm (5.4in),153mm (6in),17g (0.6oz),9g (0.3oz),26g (0.9oz),,1.10ml,1.30ml,,,"
A fantastic value from Pilot, the Metropolitan is a favorite first fountain pen. This white metal bodied pen has a tiger print accent band, silver trim, and a steel nib. It comes with a squeeze converter and a black Pilot ink cartridge, or you can upgrade to a CON-40 twist piston converter to use bottled ink if you prefer. It comes packaged in a gift box.
Click here to shop all compatible Pilot ink cartridges.
"
32,32,https://www.gouletpens.com/collections/all-fountain-pens/products/pilot-metropolitan-fountain-pen-black-crocodile,PN91142,Pilot Metropolitan Fountain Pen - Black Crocodile,True,$23.99,"Fine, Medium",New,Pilot,Fountain Pens,Black,No,Lacquered metal,Snap-cap,"Bottled inks, Proprietary ink cartridges","Cartridge, Converter",Resin,Silver,Steel,Yes,No,Silver,13mm (0.5in),13mm (0.5in),15.8mm (0.6in),8.4mm (0.3in),126mm (5in),57mm (2.2in),18mm (0.7in),138mm (5.4in),153mm (6in),17g (0.6oz),9g (0.3oz),26g (0.9oz),,1.10ml,1.30ml,,,"
A fantastic value from Pilot, the Metropolitan is a favorite first fountain pen. This black metal bodied pen has a crocodile print accent band, silver trim, and a steel nib. It comes with a squeeze converter and a black Pilot ink cartridge, or you can upgrade to a CON-40 twist piston converter to use bottled ink if you prefer. It comes packaged in a gift box.
Click here to shop all compatible Pilot ink cartridges.
"
33,33,https://www.gouletpens.com/collections/all-fountain-pens/products/pilot-plumix-fountain-pen-black,PN90040,"Pilot Plumix Fountain Pen - Black, 1.0mm Stub",True,$9.25,1.0mm Stub,New,Pilot,Fountain Pens,Black,Yes,Resin,Screw-cap,"Bottled inks, Proprietary ink cartridges","Cartridge, Converter",Resin,Silver,Steel,Yes,No,Black,12mm (0.5in),13mm (0.5in),16mm (0.6in),10.4mm (0.4in),144mm (5.7in),31mm (1.2in),17.7mm (0.7in),150mm (5.9in),152mm (6in),9g (0.3oz),1g (0.04),10g (0.4oz),,1.09ml,1.29ml,,2.5,"
The Pilot Plumix is a fashionable, refillable fountain pen that's convenient and easy to use. The clear body allows for easy visibility of ink, and it has a medium stub italic nib (1.0mm). It conveniently refills with standard Pilot ink refill cartridges (one included), or accepts a Pilot CON-40 converter for use with bottled ink (sold separately).
Click here to shop all compatible Pilot ink cartridges.
"
